CustomerID,Platform,Plan,MonthlyFee,TenureMonths,WatchHours,SessionsPerWeek,AvgWatchTimePerSession,SupportTickets,Churn,Country,City,Gender,Age,PaymentMethod,DiscountApplied,PromoCodeUsed,AcquisitionChannel,AppRating,SubscriptionStartDate,SubscriptionEndDate,DeviceType,RefundRequested,UpsellEligible,LastLoginDate,GenresWatched,FavoriteGenre,IssueTypeMostFrequent,SatisfactionScore,BingeSessions,SubscriptionDurationDays,ChurnTimeSinceStart,TotalRevenue,Action,Drama,Comedy,Thriller,Romance,Horror,Documentary,Sci-Fi
CUST00020,Amazon Prime,Monthly,179.0,38,57.3,4,14.3,0,0,UK,London,Male,34,Debit Card,1,0,Organic,4.0,2022-11-04,,Mobile,0,0,2023-12-01,,,,8.4,4,422,,6802.0,0,0,0,0,0,0,0,0
CUST00021,Netflix,Basic,199.0,5,14.4,2,7.2,0,0,USA,Houston,Male,51,Credit Card,0,0,Organic,4.0,2018-09-28,,Tablet,0,1,2023-10-28,"Action, Thriller, Romance",Thriller,,7.1,2,1920,,995.0,1,0,0,1,1,0,0,0
CUST00022,Amazon Prime,Annual,124.92,14,57.3,5,11.5,1,0,India,Bangalore,Male,42,UPI,0,0,Organic,2.9,2020-05-10,,Mobile,0,0,2023-10-19,"Action, Horror",Action,Billing,6.0,2,1330,,1748.83,1,0,0,0,0,1,0,0
CUST00023,Netflix,Basic,199.0,6,12.0,6,2.0,0,0,India,Chennai,Female,47,UPI,0,1,Referral,2.2,2018-09-15,,Desktop,1,1,2023-10-29,"Drama, Thriller, Horror, Documentary, Sci-Fi",Horror,,5.1,2,1933,,1194.0,0,1,0,1,0,1,1,1
CUST00024,Netflix,Standard,499.0,4,45.6,0,45.6,0,0,USA,Miami,Female,53,Credit Card,0,0,Ads,5.0,2018-04-03,,Tablet,1,0,2023-10-05,"Action, Thriller",Action,,8.1,5,2098,,1996.0,1,0,0,1,0,0,0,0
CUST00025,Netflix,Basic,199.0,40,51.6,5,10.3,1,1,India,Bangalore,Female,43,Debit Card,0,1,Organic,3.6,2018-06-02,2021-10-02,Desktop,0,0,2023-10-25,"Drama, Romance, Sci-Fi",Sci-Fi,Content,9.1,0,1218,1218.0,7960.0,0,1,0,0,1,0,0,1
CUST00026,Hotstar,Premium,499.0,51,22.5,4,5.6,1,0,Australia,Sydney,Male,50,Credit Card,0,0,Ads,4.5,2021-03-24,,Mobile,0,0,2023-12-13,"Action, Comedy, Horror",Action,Technical,8.1,0,1012,,25449.0,1,0,1,0,0,1,0,0
CUST00027,Amazon Prime,Annual,124.92,36,54.4,8,6.8,2,0,USA,Los Angeles,Female,29,Debit Card,0,0,Organic,4.6,2022-12-12,,TV,0,0,2023-10-14,"Drama, Comedy, Sci-Fi",Drama,Technical,8.3,1,384,,4497.0,0,1,1,0,0,0,0,1
CUST00028,Netflix,Standard,499.0,46,48.4,4,12.1,0,0,India,Hyderabad,Male,26,Debit Card,1,0,Organic,3.9,2019-04-04,,Tablet,0,0,2023-11-14,Drama,Drama,,6.9,3,1732,,22954.0,0,1,0,0,0,0,0,0
CUST00029,Amazon Prime,Annual,124.92,50,19.7,6,3.3,1,0,India,Hyderabad,Male,24,Credit Card,0,0,Referral,4.1,2019-09-24,,Desktop,0,0,2023-11-21,"Drama, Romance",Romance,Technical,8.1,1,1559,,6245.83,0,1,0,0,1,0,0,0
CUST00030,Netflix,Premium,499.0,39,23.4,6,3.9,1,0,Other,Singapore,Female,25,Credit Card,0,0,Referral,4.1,2019-05-19,,TV,0,0,2023-10-03,"Action, Drama, Comedy, Romance, Horror, Documentary",Documentary,Content,8.1,1,1687,,19461.0,1,1,1,0,1,1,1,0
CUST00031,Amazon Prime,Monthly,179.0,23,46.6,6,7.8,0,1,USA,Chicago,Male,19,UPI,0,0,Organic,4.8,2023-12-28,2025-11-28,Mobile,0,0,2023-11-25,"Action, Drama, Thriller, Horror, Documentary",Thriller,,8.9,3,701,701.0,4117.0,1,1,0,1,0,1,1,0
CUST00032,Netflix,Standard,499.0,43,19.1,4,4.8,1,0,Canada,Toronto,Female,58,Debit Card,0,0,Ads,3.7,2023-02-23,,Tablet,0,0,2023-12-20,"Drama, Documentary",Documentary,Technical,7.9,3,311,,21457.0,0,1,0,0,0,0,1,0
CUST00033,Netflix,Premium,499.0,26,56.5,4,14.1,0,0,Other,Berlin,Female,39,Credit Card,0,0,Referral,4.4,2019-04-16,,TV,0,1,2023-11-06,Documentary,Documentary,,7.3,1,1720,,12974.0,0,0,0,0,0,0,1,0
CUST00034,Netflix,Premium,499.0,30,59.7,3,19.9,2,0,India,Bangalore,Female,38,Credit Card,0,0,Ads,4.9,2023-05-21,,Mobile,0,0,2023-10-21,"Action, Drama, Romance",Drama,Content,10.0,4,224,,14970.0,1,1,0,0,1,0,0,0
CUST00035,Hotstar,Mobile,149.0,14,11.9,6,2.0,0,0,UK,Manchester,Female,61,UPI,0,0,Organic,4.9,2023-01-13,,Mobile,0,0,2023-12-15,"Comedy, Romance, Documentary, Sci-Fi",Documentary,,10.0,0,352,,2086.0,0,0,1,0,1,0,1,1
CUST00036,Netflix,Basic,199.0,29,39.5,3,13.2,0,0,India,Mumbai,Male,37,Credit Card,1,0,Organic,3.1,2020-12-15,,Desktop,0,0,2023-11-18,"Drama, Documentary, Sci-Fi",Drama,,5.3,0,1111,,5771.0,0,1,0,0,0,0,1,1
CUST00037,Amazon Prime,Annual,124.92,46,56.6,5,11.3,1,0,USA,Miami,Female,62,Debit Card,0,0,Ads,4.3,2022-06-18,,Tablet,1,1,2023-11-10,"Action, Drama, Romance, Sci-Fi",Drama,Billing,9.1,1,561,,5746.17,1,1,0,0,1,0,0,1
CUST00038,Amazon Prime,Annual,124.92,37,27.7,4,6.9,2,0,UK,London,Female,51,Wallet,0,0,Referral,4.0,2023-12-29,,Tablet,1,0,2023-11-10,"Action, Drama, Thriller, Horror",Horror,Content,9.8,4,2,,4621.92,1,1,0,1,0,1,0,0
CUST00039,Netflix,Basic,199.0,13,50.0,6,8.3,0,0,Canada,Montreal,Female,62,Debit Card,0,1,Ads,3.7,2019-10-05,,Tablet,0,0,2023-11-08,Drama,Drama,,6.6,1,1548,,2587.0,0,1,0,0,0,0,0,0
CUST00040,Hotstar,Super,299.0,19,45.0,8,5.6,1,0,Other,Dubai,Female,37,Wallet,1,1,App Store,3.7,2021-12-23,,Tablet,0,0,2023-10-28,"Drama, Comedy",Drama,Content,7.6,3,738,,5681.0,0,1,1,0,0,0,0,0
CUST00041,Netflix,Standard,499.0,46,53.6,4,13.4,0,1,USA,Miami,Female,49,Debit Card,1,0,Referral,3.8,2021-06-29,2025-04-29,Mobile,0,1,2023-11-03,"Action, Drama, Horror, Documentary",Action,,6.5,3,1400,1400.0,22954.0,1,1,0,0,0,1,1,0
CUST00042,Hotstar,Super,299.0,25,46.9,5,9.4,1,0,USA,Houston,Male,20,Wallet,1,0,Ads,5.0,2021-06-28,,Desktop,0,0,2023-12-22,Romance,Romance,Technical,10.0,4,916,,7475.0,0,0,0,0,1,0,0,0
CUST00043,Hotstar,Super,299.0,41,39.5,3,13.2,0,0,Other,Berlin,Female,39,Wallet,1,0,App Store,4.7,2019-08-25,,Tablet,0,0,2023-11-26,Romance,Romance,,9.5,2,1589,,12259.0,0,0,0,0,1,0,0,0
CUST00044,Hotstar,Premium,499.0,31,76.2,5,15.2,1,0,India,Bangalore,Female,28,Wallet,0,0,Ads,5.0,2019-09-28,,Mobile,0,0,2023-10-13,"Action, Sci-Fi",Action,Content,9.3,1,1555,,15469.0,1,0,0,0,0,0,0,1
CUST00045,Netflix,Standard,499.0,18,13.8,7,2.0,0,0,India,Bangalore,Female,46,Debit Card,0,0,App Store,4.8,2018-11-17,,Mobile,0,0,2023-11-18,"Action, Comedy, Horror, Sci-Fi",Comedy,,9.3,4,1870,,8982.0,1,0,1,0,0,1,0,1
CUST00046,Netflix,Standard,499.0,40,30.2,6,5.0,1,0,USA,Los Angeles,Male,22,Debit Card,0,0,App Store,5.0,2022-11-20,,TV,0,0,2023-12-23,"Comedy, Documentary",Comedy,Content,8.4,1,406,,19960.0,0,0,1,0,0,0,1,0
CUST00047,Netflix,Standard,499.0,16,0.0,5,0.0,1,0,USA,New York,Male,37,Wallet,0,0,Organic,5.0,2018-03-15,,Desktop,0,0,2023-10-08,"Action, Documentary",Action,Content,10.0,2,2117,,7984.0,1,0,0,0,0,0,1,0
CUST00048,Amazon Prime,Annual,124.92,12,42.8,5,8.6,1,0,USA,Houston,Female,40,Wallet,0,0,Ads,4.4,2023-03-29,,Tablet,0,1,2023-10-31,"Comedy, Horror",Horror,Billing,7.7,3,277,,1499.0,0,0,1,0,0,1,0,0
CUST00049,Hotstar,Mobile,149.0,1,52.8,2,26.4,0,1,India,Chennai,Male,23,UPI,1,0,App Store,3.8,2019-01-16,2019-02-16,TV,0,1,2023-11-18,"Thriller, Romance, Horror, Sci-Fi",Sci-Fi,,7.8,2,31,31.0,149.0,0,0,0,1,1,1,0,1
CUST00050,Amazon Prime,Annual,124.92,7,0.0,7,0.0,0,0,USA,Chicago,Male,43,UPI,0,0,Ads,4.0,2023-02-16,,Mobile,0,0,2023-10-06,,,,9.6,4,318,,874.42,0,0,0,0,0,0,0,0
CUST00051,Netflix,Premium,499.0,16,55.2,5,11.0,0,1,India,Hyderabad,Male,36,Debit Card,0,0,Organic,3.3,2023-02-11,2024-06-11,TV,0,0,2023-10-26,"Drama, Thriller, Romance, Sci-Fi",Romance,,5.5,2,486,486.0,7984.0,0,1,0,1,1,0,0,1
CUST00052,Amazon Prime,Annual,124.92,56,39.6,6,6.6,1,0,USA,Chicago,Male,39,Debit Card,0,0,Ads,4.3,2019-06-06,,Tablet,0,1,2023-11-09,"Action, Romance, Horror, Sci-Fi",Horror,Technical,7.3,2,1669,,6995.33,1,0,0,0,1,1,0,1
CUST00053,Amazon Prime,Annual,124.92,33,36.3,4,9.1,0,0,USA,Chicago,Male,31,Credit Card,0,0,Ads,4.5,2020-12-03,,Tablet,0,0,2023-11-30,"Action, Comedy, Horror",Comedy,,7.5,2,1123,,4122.25,1,0,1,0,0,1,0,0
CUST00054,Amazon Prime,Monthly,179.0,59,63.2,1,63.2,0,1,UK,Birmingham,Female,25,Debit Card,0,0,App Store,3.2,2020-04-27,2025-03-27,Tablet,0,0,2023-11-24,"Drama, Documentary",Drama,,5.2,1,1795,1795.0,10561.0,0,1,0,0,0,0,1,0
CUST00055,Netflix,Basic,199.0,55,25.3,7,3.6,0,0,Other,Dubai,Male,57,Debit Card,1,1,App Store,4.5,2020-06-22,,Desktop,0,0,2023-10-17,"Action, Comedy, Thriller, Romance",Comedy,,7.8,1,1287,,10945.0,1,0,1,1,1,0,0,0
CUST00056,Netflix,Basic,199.0,11,29.0,6,4.8,2,0,USA,Houston,Female,59,Wallet,1,0,Ads,5.0,2022-01-04,,Tablet,0,1,2023-12-06,"Action, Sci-Fi",Sci-Fi,Technical,10.0,1,726,,2189.0,1,0,0,0,0,0,0,1
CUST00057,Hotstar,Premium,499.0,14,29.7,6,4.9,2,0,USA,Houston,Male,21,Credit Card,0,1,App Store,4.5,2021-03-18,,Desktop,0,0,2023-12-03,Documentary,Documentary,Technical,9.1,3,1018,,6986.0,0,0,0,0,0,0,1,0
CUST00058,Amazon Prime,Monthly,179.0,35,24.6,3,8.2,0,0,USA,New York,Male,46,Wallet,0,1,Ads,3.0,2023-05-03,,TV,0,0,2023-10-22,"Comedy, Documentary",Comedy,,5.8,1,242,,6265.0,0,0,1,0,0,0,1,0
CUST00059,Netflix,Basic,199.0,26,20.1,4,5.0,0,0,Canada,Montreal,Male,21,Debit Card,0,0,App Store,4.3,2020-10-19,,Mobile,0,1,2023-11-06,"Action, Drama, Comedy, Sci-Fi",Drama,,9.8,3,1168,,5174.0,1,1,1,0,0,0,0,1
CUST00060,Netflix,Standard,499.0,8,47.3,4,11.8,0,1,India,Chennai,Female,54,Wallet,0,0,Referral,4.8,2019-12-22,2020-08-22,TV,0,1,2023-11-05,"Action, Romance",Action,,10.0,2,244,244.0,3992.0,1,0,0,0,1,0,0,0
CUST00061,Amazon Prime,Monthly,179.0,32,59.0,5,11.8,1,1,UK,Birmingham,Male,21,Debit Card,0,1,Referral,3.5,2019-09-14,2022-05-14,Desktop,0,0,2023-12-17,Action,Action,Content,7.9,2,973,973.0,5728.0,1,0,0,0,0,0,0,0
CUST00062,Netflix,Basic,199.0,44,44.2,4,11.1,0,0,Canada,Montreal,Female,29,Credit Card,0,0,Ads,4.8,2019-08-21,,Desktop,0,0,2023-10-21,"Comedy, Horror",Horror,,9.5,2,1593,,8756.0,0,0,1,0,0,1,0,0
CUST00063,Hotstar,Mobile,149.0,22,86.0,7,12.3,0,0,USA,Miami,Male,61,UPI,1,0,App Store,3.8,2020-10-18,,Mobile,0,1,2023-12-21,"Comedy, Horror, Documentary",Horror,,7.6,3,1169,,3278.0,0,0,1,0,0,1,1,0
CUST00064,Hotstar,Super,299.0,12,24.3,6,4.1,1,0,India,Bangalore,Other,21,UPI,0,0,App Store,3.7,2020-07-21,,Tablet,0,0,2023-10-18,Thriller,Thriller,Billing,7.0,3,1258,,3588.0,0,0,0,1,0,0,0,0
CUST00065,Amazon Prime,Annual,124.92,19,55.6,3,18.5,0,0,India,Hyderabad,Female,55,Credit Card,1,0,App Store,3.4,2019-12-10,,Mobile,0,0,2023-12-17,"Comedy, Thriller, Romance",Romance,,6.5,0,1482,,2373.42,0,0,1,1,1,0,0,0
CUST00066,Amazon Prime,Annual,124.92,60,64.0,1,64.0,0,0,India,Delhi,Male,60,Credit Card,0,0,Ads,2.7,2021-06-17,,Mobile,0,1,2023-10-16,"Horror, Documentary",Documentary,,5.6,3,927,,7495.0,0,0,0,0,0,1,1,0
CUST00067,Hotstar,Super,299.0,46,20.0,5,4.0,1,1,India,Chennai,Male,39,Wallet,0,0,Ads,3.4,2022-05-31,2026-03-31,Tablet,0,1,2023-10-04,Comedy,Comedy,Content,5.9,2,1400,1400.0,13754.0,0,0,1,0,0,0,0,0
CUST00068,Amazon Prime,Annual,124.92,24,54.0,5,10.8,0,0,India,Mumbai,Female,38,Debit Card,0,0,Organic,3.1,2019-09-05,,Mobile,0,1,2023-12-23,"Comedy, Sci-Fi",Comedy,,8.6,2,1578,,2998.0,0,0,1,0,0,0,0,1
CUST00069,Amazon Prime,Monthly,179.0,34,38.3,3,12.8,0,0,Other,Dubai,Female,51,Wallet,0,0,Ads,4.7,2021-12-25,,Tablet,0,0,2023-12-08,"Drama, Documentary",Documentary,,8.7,0,736,,6086.0,0,1,0,0,0,0,1,0
CUST00070,Amazon Prime,Annual,124.92,28,71.7,5,14.3,0,0,India,Bangalore,Female,50,Debit Card,0,0,App Store,2.5,2022-06-14,,TV,0,1,2023-12-08,"Thriller, Documentary",Documentary,,4.0,3,565,,3497.67,0,0,0,1,0,0,1,0
CUST00071,Netflix,Premium,499.0,45,34.7,5,6.9,1,0,India,Hyderabad,Female,60,Credit Card,0,0,Ads,3.4,2023-09-22,,Mobile,0,1,2023-11-20,Thriller,Thriller,Billing,7.9,0,100,,22455.0,0,0,0,1,0,0,0,0
CUST00072,Hotstar,Super,299.0,5,49.7,4,12.4,0,0,Other,Singapore,Female,61,Credit Card,0,0,Referral,4.0,2020-05-13,,Desktop,0,1,2023-12-23,Horror,Horror,,9.0,4,1327,,1495.0,0,0,0,0,0,1,0,0
CUST00073,Netflix,Standard,499.0,2,21.5,6,3.6,0,1,India,Bangalore,Female,42,UPI,0,0,Referral,3.6,2018-12-13,2019-02-13,Desktop,0,1,2023-10-27,"Action, Drama, Romance",Drama,,8.6,3,62,62.0,998.0,1,1,0,0,1,0,0,0
CUST00074,Hotstar,Super,299.0,59,29.3,4,7.3,0,1,India,Mumbai,Male,20,Debit Card,0,1,Organic,4.6,2019-10-20,2024-09-20,Desktop,0,0,2023-10-27,Sci-Fi,Sci-Fi,,8.7,0,1797,1797.0,17641.0,0,0,0,0,0,0,0,1
CUST00075,Netflix,Standard,499.0,30,26.9,5,5.4,2,0,Other,Berlin,Male,46,Debit Card,1,0,Referral,4.6,2022-08-12,,Mobile,0,0,2023-11-08,"Action, Romance, Documentary, Sci-Fi",Action,Billing,8.5,1,506,,14970.0,1,0,0,0,1,0,1,1
CUST00076,Hotstar,Super,299.0,47,32.2,3,10.7,0,0,Other,Singapore,Female,46,UPI,0,0,App Store,4.5,2023-07-12,,TV,0,1,2023-12-09,Drama,Drama,,8.3,0,172,,14053.0,0,1,0,0,0,0,0,0
CUST00077,Netflix,Standard,499.0,1,11.7,0,11.7,0,0,USA,Houston,Male,30,Credit Card,0,0,Ads,4.2,2018-02-12,,Mobile,0,1,2023-10-18,Thriller,Thriller,,8.7,3,2148,,499.0,0,0,0,1,0,0,0,0
CUST00078,Amazon Prime,Monthly,179.0,11,32.0,3,10.7,0,0,USA,Miami,Female,29,Credit Card,0,1,Referral,4.6,2018-08-18,,Mobile,0,0,2023-10-21,Documentary,Documentary,,9.7,0,1961,,1969.0,0,0,0,0,0,0,1,0
CUST00079,Netflix,Premium,499.0,2,64.5,7,9.2,0,0,India,Delhi,Male,26,Credit Card,0,0,Ads,4.0,2019-09-03,,Desktop,0,0,2023-12-22,"Romance, Horror",Horror,,7.3,4,1580,,998.0,0,0,0,0,1,1,0,0
CUST00080,Netflix,Basic,199.0,38,34.7,7,5.0,1,1,Other,Berlin,Male,28,Wallet,0,0,Ads,4.7,2019-07-21,2022-09-21,TV,0,0,2023-12-19,"Comedy, Thriller",Comedy,Content,10.0,2,1158,1158.0,7562.0,0,0,1,1,0,0,0,0
CUST00081,Hotstar,Super,299.0,48,77.8,4,19.5,0,0,India,Bangalore,Female,62,Wallet,0,0,Referral,3.2,2023-07-12,,Tablet,0,0,2023-10-07,"Comedy, Sci-Fi",Comedy,,6.0,3,172,,14352.0,0,0,1,0,0,0,0,1
CUST00082,Netflix,Standard,499.0,4,39.6,5,7.9,0,0,India,Bangalore,Male,51,Wallet,1,0,Organic,3.1,2019-04-10,,Desktop,0,0,2023-12-05,"Comedy, Romance, Documentary, Sci-Fi",Romance,,5.3,3,1726,,1996.0,0,0,1,0,1,0,1,1
CUST00083,Netflix,Basic,199.0,17,50.5,5,10.1,0,0,USA,Miami,Male,38,Debit Card,1,0,Organic,3.7,2023-03-26,,Tablet,0,0,2023-11-03,"Drama, Thriller",Thriller,,9.4,3,280,,3383.0,0,1,0,1,0,0,0,0
CUST00084,Amazon Prime,Monthly,179.0,14,0.0,1,0.0,0,0,Canada,Montreal,Male,26,Wallet,1,0,Organic,3.3,2019-10-12,,TV,0,0,2023-10-22,"Comedy, Documentary",Documentary,,5.8,3,1541,,2506.0,0,0,1,0,0,0,1,0
CUST00085,Amazon Prime,Annual,124.92,57,37.5,4,9.4,0,0,India,Hyderabad,Female,26,UPI,1,0,Referral,4.0,2023-09-16,,Tablet,0,0,2023-11-08,,,,7.1,2,106,,7120.25,0,0,0,0,0,0,0,0
CUST00086,Hotstar,Super,299.0,60,48.9,3,16.3,0,0,Australia,Brisbane,Female,31,Wallet,0,1,Organic,4.8,2020-02-13,,Mobile,0,1,2023-10-08,Romance,Romance,,9.9,1,1417,,17940.0,0,0,0,0,1,0,0,0
CUST00087,Amazon Prime,Annual,124.92,50,56.9,6,9.5,1,0,India,Delhi,Male,48,Debit Card,1,1,Referral,3.6,2022-09-29,,Desktop,0,1,2023-11-11,"Thriller, Horror, Documentary",Thriller,Content,7.2,5,458,,6245.83,0,0,0,1,0,1,1,0
CUST00088,Hotstar,Premium,499.0,37,54.8,5,11.0,1,0,India,Bangalore,Female,50,Wallet,1,1,Referral,5.0,2019-10-13,,Mobile,0,0,2023-12-22,Action,Action,Billing,9.6,1,1540,,18463.0,1,0,0,0,0,0,0,0
CUST00089,Amazon Prime,Annual,124.92,16,58.7,4,14.7,0,0,Canada,Montreal,Female,51,Credit Card,0,0,Ads,4.1,2022-06-02,,Tablet,0,1,2023-11-20,Documentary,Documentary,,7.9,1,577,,1998.67,0,0,0,0,0,0,1,0
CUST00090,Netflix,Standard,499.0,10,53.2,4,13.3,0,0,Australia,Melbourne,Female,55,Credit Card,0,0,Referral,3.7,2021-05-06,,Desktop,0,0,2023-11-27,"Action, Drama, Documentary",Action,,7.1,1,969,,4990.0,1,1,0,0,0,0,1,0
CUST00091,Netflix,Basic,199.0,7,47.1,6,7.9,0,1,USA,Miami,Male,21,Wallet,0,0,Ads,3.6,2023-11-01,2024-06-01,Desktop,0,0,2023-11-01,"Action, Drama, Comedy, Thriller, Horror",Comedy,,9.6,4,213,213.0,1393.0,1,1,1,1,0,1,0,0
CUST00092,Netflix,Basic,199.0,53,58.1,5,11.6,0,0,Canada,Montreal,Female,41,Debit Card,0,1,Organic,4.8,2023-11-21,,Tablet,0,0,2023-11-04,Comedy,Comedy,,10.0,2,40,,10547.0,0,0,1,0,0,0,0,0
CUST00093,Amazon Prime,Monthly,179.0,31,11.5,4,2.9,0,1,Other,Dubai,Female,48,Wallet,0,0,App Store,2.9,2018-08-07,2021-03-07,Mobile,0,0,2023-12-28,"Thriller, Romance",Romance,,6.3,2,943,943.0,5549.0,0,0,0,1,1,0,0,0
CUST00094,Amazon Prime,Annual,124.92,36,54.4,2,27.2,0,0,USA,Miami,Female,26,Credit Card,0,0,App Store,5.0,2019-03-31,,Mobile,0,0,2023-11-09,"Action, Drama",Action,,10.0,3,1736,,4497.0,1,1,0,0,0,0,0,0
CUST00095,Amazon Prime,Monthly,179.0,49,25.4,5,5.1,0,0,USA,Los Angeles,Male,35,Credit Card,0,0,Referral,4.8,2021-08-02,,Mobile,0,1,2023-12-25,Documentary,Documentary,,9.3,4,881,,8771.0,0,0,0,0,0,0,1,0
